ID,Phylum,Class,Order,Family,ScientificName,CommonName,Mod,MRE,SMSE,COM,rest
Notropis_sabinae,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Notropis sabinae,Sabine shiner,abj,0.042,0.009,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, t-L_f, L-N"
Notropis_spectrunculus,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Notropis spectrunculus,Mirror shiner,abj,0.037,0.01,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Notropis_stramineus,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Notropis stramineus,Sand shiner,abj,0.023,0.001,2.5,"ap, am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Notropis_texanus,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Notropis texanus,Weed shiner,abj,0.134,0.161,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Notropis_topeka,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Notropis topeka,Topeka shiner,abj,0.092,0.019,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, t-L, L-N"
Notropis_volucellus,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Notropis volucellus,Mimic shiner,abj,0.022,0.001,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Notropis_xaenocephalus,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Notropis xaenocephalus,Coosa shiner,abj,0.082,0.015,2.5,"am, Lp, Li, Wwb, Wwi, t-L, L-N"
Opsopoeodus_emiliae,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Opsopoeodus emiliae,Pugnose minnow,abj,0.02,0.001,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Phenacobius_mirabilis,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Phenacobius mirabilis,Suckermouth minnow,abj,0.026,0.002,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, t-L_T"
Pimephales_notatus,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Pimephales notatus,Bluntnose minnow,abj,0.035,0.002,2.5,"am, Lp, Li, Wwb, Ri, t-L, t-Ww, L-Ww"
Pimephales_promelas,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Pimephales promelas,Fathead minnow,abj,0.164,0.053,2.8,"ab, ap, am, Lb, Lp, Li, Wd0, Ww0, Wwb, Wwp, Wwi, Ri, t-L, t-Ww, L-Ww, t-N, t-dC, t-WwR"
Pimephales_vigilax,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Pimephales vigilax,Bullhead minnow,abj,0.06,0.005,2.1,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Platygobio_gracilis,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Platygobio gracilis,Flathead chub,abj,0.037,0.004,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, t-L, L-N_f"
Pteronotropis_welaka,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Pteronotropis welaka,Bluenose shiner,abj,0.029,0.002,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Catostomus_catostomus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus catostomus,Longnose sucker,abj,0.047,0.004,2.5,"am, Lp, Li, Wwb, Wwi, Ri, t-L"
Catostomus_columbianus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus columbianus,Bridgelip sucker,abj,0.026,0.001,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Catostomus_commersonii,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus commersonii,White redhorsesucker,abj,0.023,0.002,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Catostomus_latipinnis,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus latipinnis,Flannelmouth sucker,abj,0.056,0.005,2.5,"am, Lp, Li, Wwb, Wwi, Ri, t-L"
Catostomus_macrocheilus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus macrocheilus,Largescale sucker,abj,0.066,0.007,2.3,"ap, am, Lp, Li, Wwb, Wwp, Wwi, Ri, dLj"
Catostomus_microps,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus microps,Modoc sucker,abj,0.049,0.005,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Catostomus_platyrhynchus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus platyrhynchus,Mountain sucker,abj,0.03,0.004,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, R_L, t-L"
Catostomus_rimiculus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus rimiculus,Klamath smallscale sucker,abj,0.018,0.001,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Catostomus_santaanae,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus santaanae,Santa Ana sucker,abj,0.068,0.007,1.7,"ap, am, Lh, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri"
Catostomus_tahoensis,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus tahoensis,Tahoe sucker,abj,0.04,0.007,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, t-L, t-Ww, L-N"
Catostomus_warnerensis,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus warnerensis,Warner sucker,abj,0.185,0.115,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, L-dL, L-Ww"
Chasmistes_brevirostris,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Chasmistes brevirostris,Shortnose sucker,abj,0.045,0.003,2.1,"ab, ap, am, Lp, Li, Wwb, Wwi, Ri, "
Chasmistes_cujus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Chasmistes cujus,Cui-ui,abj,0.044,0.004,2.5,"ab, ap, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Chasmistes_liorus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Chasmistes liorus,June sucker,abj,0.046,0.007,2.5,"ab, ap, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Deltistes_luxatus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Deltistes luxatus,Lost River sucker,abj,0.029,0.003,2.4,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Xyrauchen_texanus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Xyrauchen texanus,Razorback sucker,abj,0.031,0.001,2.1,"ap, am, Lh, Lp, Li, Wwb, Wwi, Ri"
Erimyzon_oblongus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Erimyzon oblongus,Creek chubsucker,abj,0.005,0.0,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Erimyzon_sucetta,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Erimyzon sucetta,Lake chubsucker,abj,0.009,0.0,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Minytrema_melanops,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Minytrema melanops,Spotted sucker,abj,0.092,0.017,2.5,"am, Lp, Li, Wwb, Wwi, Ri, t-L"
Hypentelium_etowanum,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Hypentelium etowanum,Alabama hog sucker,abj,0.059,0.015,2.5,"am, Lp, Li, Wwb, Ri, t-L, t-tWw"
Hypentelium_nigricans,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Hypentelium nigricans,Northern hogsucker,abj,0.025,0.001,2.2,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Thoburnia_atripinnis,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Thoburnia atripinnis,Blackfin sucker,abj,0.041,0.003,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Thoburnia_rhothoeca,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Thoburnia rhothoeca,Torrent sucker,abj,0.036,0.003,2.4,"am, Lp, Li, Wwb, Wwp, Wwi, t-L, L-N"
Moxostoma_anisurum,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma anisurum,Silver redhorse,abj,0.028,0.001,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, Wwi, Ri, t-L"
Moxostoma_carinatum,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma carinatum,River redhorse,abj,0.027,0.003,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Moxostoma_cervinum,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma cervinum,Blacktip jumprock,abj,0.074,0.011,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, Wwi, Ri, t-L"
Moxostoma_congestum,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma congestum,Grey jumprock,abj,0.035,0.002,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L_f"
Moxostoma_duquesnii,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma duquesnii,Black redhorse,abj,0.022,0.002,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Moxostoma_erythrurum,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma erythrurum,Golden redhorse,abj,0.038,0.003,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Moxostoma_hubbsi,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma hubbsi,Copper redhorse,abj,0.011,0.001,2.3,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Moxostoma_macrolepidotum,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma macrolepidotum,Shorthead redhorse,abj,0.045,0.003,2.5,"am, Lp, Li, Wwb, Wwi, Wwi, Ri, t-L, L-Ww"
Moxostoma_poecilurum,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma poecilurum,Blacktail redhorse,abj,0.088,0.014,2.5,"am, Lp, Li, Wwb, Wwi, Ri, t-L"
Moxostoma_valenciennesi,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma valenciennesi,Greater redhorse,abj,0.014,0.001,2.3,"am, Lp, Li, Wwb, Wwi, Wwi, Ri, t-L"
Cycleptus_elongatus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Cycleptus elongatus,Blue sucker,abj,0.016,0.001,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, GSI, t-L"
Cycleptus_meridionalis,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Cycleptus meridionalis,Southeastern blue sucker,abj,0.069,0.011,2.5,"am, Lp, Li, Wwb, Wwi, GSI, t-L, t-Ww"
Carpiodes_carpio,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Carpiodes carpio,River carpsucker,abj,0.062,0.006,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L, L-Ww"
Carpiodes_cyprinus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Carpiodes cyprinus,Quillback,abj,0.104,0.022,2.5,"am, Lp, Li, Wwb, Wwi, Ri, t-L"
Carpiodes_velifer,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Carpiodes velifer,River carpsucker,abj,0.036,0.003,2.5,"am, Lp, Li, Wwb, t-L, t-Ww, L-N"
Ictiobus_cyprinellus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Ictiobus cyprinellus,Bigmouth buffalo,abj,0.08,0.014,2.5,"am, Lp, Li, Wwb, Wwi, Ri, t-L, L-Ww"
Ictiobus_bubalus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Ictiobus bubalus,Smallmouth buffalo,abj,0.025,0.002,2.5,"am, Lp, Li, Wwb, Wwi, t-L, L-Ww, L-N"
Ictiobus_niger,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Ictiobus niger,Black buffalo,abj,0.012,0.0,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Cobitis_taenia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis taenia,Spined loach,abj,0.135,0.1,2.5,"ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L, t-Ww"
Cobitis_paludica,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis paludica,Iberian loach,abj,0.048,0.008,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Misgurnus_fossilis,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Misgurnus fossilis,Weatherfish,abj,0.057,0.006,2.5,"am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L_f, T-ab"
Glaniopsis_hanitschi,Chordata,Actinopterygii,Cypriniformes,Gastromyzontidae,Glaniopsis hanitschi,Hillstream loach,abj,0.092,0.018,2.1,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L, t-Ww"
Barbatula_barbatula,Chordata,Actinopterygii,Cypriniformes,Nemacheilidae,Barbatula barbatula,Stone loach,abj,0.227,0.363,2.5,"am, Lp, Li, Wwb, Wwi, t-L_T, L-N"
Hedinichthys_yarkandensis,Chordata,Actinopterygii,Cypriniformes,Nemacheilidae,Hedinichthys yarkandensis,Kashgarian loach,abj,0.045,0.007,2.3,"am, Lp, Li, Wwb, Wwi, Ri, t-L, t-Ww, L-Ww"
Paracobitis_malapterura,Chordata,Actinopterygii,Cypriniformes,Nemacheilidae,Paracobitis malapterura,Western crested loach,abj,0.102,0.025,2.5,"ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L, t-Ww"
Triplophysa_anterodorsalis,Chordata,Actinopterygii,Cypriniformes,Nemacheilidae,Triplophysa anterodorsalis,Crested loach,abj,0.048,0.013,2.3,"ap, am, Lp, Li, Wwb, Ri, t-L, L-Ww"
Triplophysa_rosa,Chordata,Actinopterygii,Cypriniformes,Nemacheilidae,Triplophysa rosa,Cave crested loach,abj,0.062,0.013,2.3,"ap, am, Lp, Li, Wwb, Ri, t-L, L-Ww"
Triplophysa_scleroptera,Chordata,Actinopterygii,Cypriniformes,Nemacheilidae,Triplophysa scleroptera,Crested loach,abj,0.049,0.007,2.3,"ap, am, Lp, Li, Wwb, Ri, t-L, L-Ww"
Distichodus_antonii,Chordata,Actinopterygii,Characiformes,Distichodontidae,Distichodus antonii,Antoni's distichodus,abj,0.026,0.002,2.4,"am, Lp, Li, Wwb, Wwi, Ri, t-L"
Alestes_baremoze,Chordata,Actinopterygii,Characiformes,Alestidae,Alestes baremoze,Silversides,abj,0.044,0.003,2.5,"ah, ab, aj, ap, am, Lh, Lb, L_t, Lp, Li, Wwi, Ri"
Hydrocynus_forskahlii,Chordata,Actinopterygii,Characiformes,Alestidae,Hydrocynus forskahlii,Elongate tigerfish,abj,0.04,0.004,2.5,"ab, am, Lh, Lb, L_t, Lp, Li, Wwi, Ri, t-L, t-Ww, L-Ww"
Hydrocynus_vittatus,Chordata,Actinopterygii,Characiformes,Alestidae,Hydrocynus vittatus,African tigerfish,abj,0.137,0.032,2.5,"ah, ab, aj, ap, am, Lh, Lb, L_t, Lp, Li, Wwi, Ri"
Hoplias_malabaricus,Chordata,Actinopterygii,Characiformes,Erythrinidae,Hoplias malabaricus,Wolf fish,abj,0.04,0.003,2.5,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-W"
Colossoma_macropomum,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Colossoma macropomum,Tambaqui,abj,0.036,0.004,2.5,"am, Lp, Li, Wwb, Wwi, Ri, t-L"
Myloplus_rhomboidalis,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus rhomboidalis,Coumarou,abj,0.065,0.008,2.5,"ab, am, Lp, Li, Wwb, Ri, t-L_f"
Piaractus_brachypomus,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Piaractus brachypomus,Pirapitinga,abj,0.016,0.001,2.3,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Piaractus_mesopotamicus,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Piaractus mesopotamicus,Pacu,abj,0.038,0.006,2.5,"ab, am, Lp, Li, Wwb, GSI, t-L, L-Ww"
Pygocentrus_nattereri,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pygocentrus nattereri,Red-bellied piranha,abj,0.052,0.014,2.8,"ab, am, Lp, Li, Wwb, Wwi, t-L_f, Ww-N_f"
Serrasalmus_spilopleura,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Serrasalmus spilopleura,Speckled piranha,abj,0.042,0.009,2.5,"ab, am, Lp, Li, Wwb, GSI, t-L, L-Ww"
Prochilodus_lineatus,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Prochilodus lineatus,Streaked prochilod,abj,0.025,0.002,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, GSI, t-L_f"
Prochilodus_nigricans,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Prochilodus nigricans,Black prochilodus,abj,0.016,0.001,2.3,"ab, am, Lp, Li, Wwb, Wwi, GSI, t-L"
Semaprochilodus_taeniurus,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Semaprochilodus taeniurus,Silver prochilodus,abj,0.022,0.001,2.3,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Semaprochilodus_insignis,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Semaprochilodus insignis,Kissing prochilodus,abj,0.034,0.002,2.3,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Curimata_knerii,Chordata,Actinopterygii,Characiformes,Curimatidae,Curimata knerii,Boquiche,abj,0.058,0.02,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-Ww"
Cyphocharax_voga,Chordata,Actinopterygii,Characiformes,Curimatidae,Cyphocharax voga,Biru,abj,0.071,0.021,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, t-L, L-Ww, L-N"
Potamorhina_latior,Chordata,Actinopterygii,Characiformes,Curimatidae,Potamorhina latior,Branquinha,abj,0.04,0.007,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-Ww"
Leporinus_acutidens,Chordata,Actinopterygii,Characiformes,Anostomidae,Leporinus acutidens,Aracau,abj,0.009,0.0,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Leporinus_friderici,Chordata,Actinopterygii,Characiformes,Anostomidae,Leporinus friderici,Threespot leporinus,abj,0.025,0.002,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Megaleporinus_obtusidens,Chordata,Actinopterygii,Characiformes,Anostomidae,Megaleporinus obtusidens,Piapara,abj,0.055,0.008,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Schizodon_intermedius,Chordata,Actinopterygii,Characiformes,Anostomidae,Schizodon intermedius,Piava,abj,0.015,0.0,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, GSI, t-L"
Brycon_amazonicus,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon amazonicus,Piabanha,abj,0.033,0.003,2.3,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Brycon_melanopterus,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon melanopterus,Sickle-band brycon,abj,0.039,0.01,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-Ww"
Brycon_moorei,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon moorei,Dorada,abj,0.023,0.001,2.5,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Brycon_opalinus,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon opalinus,Pirapitinga,abj,0.024,0.001,2.3,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Salminus_brasiliensis,Chordata,Actinopterygii,Characiformes,Bryconidae,Salminus brasiliensis,Dourado,abj,0.042,0.004,2.5,"am, Lp, Li, Wwb, Wwi, Ri, t-L"
Astyanax_bimaculatus,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax bimaculatus,Tetra,abj,0.012,0.0,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, L-dL_f"
Astyanax_eigenmanniorum,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax eigenmanniorum,Tetra,abj,0.051,0.006,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, L-dL_f"
Astyanax_mexicanus,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax mexicanus,Mexican tetra,abj,0.09,0.019,2.5,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Gymnocharacinus_bergii,Chordata,Actinopterygii,Characiformes,Characidae,Gymnocharacinus bergii,Naked characin,abj,0.02,0.001,2.5,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Hyphessobrycon_pulchripinnis,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon pulchripinnis,Lemon tetra,abj,0.096,0.018,2.5,"ab, ap, am, Li, Wwb, Wwi, Ww_L, Ri, t-L"
Moenkhausia_dichroura,Chordata,Actinopterygii,Characiformes,Characidae,Moenkhausia dichroura,Bandtail tetra,abj,0.038,0.003,2.3,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Moenkhausia_pittieri,Chordata,Actinopterygii,Characiformes,Characidae,Moenkhausia pittieri,Diamond tetra,abj,0.018,0.002,2.3,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Odontostilbe_paraguayensis,Chordata,Actinopterygii,Characiformes,Characidae,Odontostilbe paraguayensis,Tetra,abj,0.023,0.001,2.5,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Oligosarcus_hepsetus,Chordata,Actinopterygii,Characiformes,Characidae,Oligosarcus hepsetus,Pike characin,abj,0.027,0.002,2.5,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Oligosarcus_jenynsii,Chordata,Actinopterygii,Characiformes,Characidae,Oligosarcus jenynsii,Pike characin,abj,0.054,0.008,2.5,"am, Lp, Li, Wwb, Wwp, Wwi, t-L, L-Ww, L-N"
Paracheirodon_innesi,Chordata,Actinopterygii,Characiformes,Characidae,Paracheirodon innesi,Neon tetra,abj,0.018,0.002,2.3,"ab, am, Lp, Li, Wwb, Wwi, Ri, t-L"
Triportheus_albus,Chordata,Actinopterygii,Characiformes,Triportheidae,Triportheus albus,White hatchetfish,abj,0.037,0.005,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-Ww"
Triportheus_angulatus,Chordata,Actinopterygii,Characiformes,Triportheidae,Triportheus angulatus,Angular hatchetfish,abj,0.035,0.007,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-Ww"
Triportheus_elongatus,Chordata,Actinopterygii,Characiformes,Triportheidae,Triportheus elongatus,Elongate hatchetfish,abj,0.061,0.021,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-Ww"
Electrophorus_electricus,Chordata,Actinopterygii,Gymnotiformes,Gymnotidae,Electrophorus electricus,Electric eel,std,0.088,0.038,2.5,"ah, ap, am, Lh, Lb, Lp, L_t, Li, Wwp, Wwi, Ri, t-L"
Gymnotus_carapo,Chordata,Actinopterygii,Gymnotiformes,Gymnotidae,Gymnotus carapo,Banded knifefish,abj,0.026,0.002,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, t-L, L-N"
Apteronotus_leptorhynchus,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Apteronotus leptorhynchus,Brown ghost knifefish,std,0.067,0.015,2.5,"ab, am, Lp, Li, Wwb, GSI, t-L, L-Ww"
Corydoras_aeneus,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras aeneus,Bronze catfish,abj,0.056,0.007,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Loricariichthys_anus,Chordata,Actinopterygii,Siluriformes,Loricariidae,Loricariichthys anus,Viola,abj,0.053,0.006,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L, t-Ww, L-Ww"
Pterygoplichthys_disjunctivus,Chordata,Actinopterygii,Siluriformes,Loricariidae,Pterygoplichthys disjunctivus,Vermiculated sailfin catfish,abj,0.052,0.011,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, t-L, t-Ww, Ww-N"
Rhinelepis_aspera,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rhinelepis aspera,Armored catfish,abj,0.042,0.005,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, t-L, L-N, Ww-N"
Rineloricaria_latirostris,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rineloricaria latirostris,Armored catfish,abj,0.029,0.005,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, t-L, L-N"
Eremophilus_mutisii,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Eremophilus mutisii,Captain,abj,0.038,0.002,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, L-dL_f"
Liobagrus_marginatus,Chordata,Actinopterygii,Siluriformes,Amblycipitidae,Liobagrus marginatus,Torrent catfish,abj,0.035,0.003,2.2,"ab, am, Lp, Li, Wwb, Wwp, Wwi, GSI, t-L"
Horabagrus_brachysoma,Chordata,Actinopterygii,Siluriformes,Horabagridae,Horabagrus brachysoma,Guenther's catfish,abj,0.054,0.021,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, t-L, L-N"
Bagarius_yarrelli,Chordata,Actinopterygii,Siluriformes,Sisoridae,Bagarius yarrelli,Goonch,abj,0.008,0.0,2.2,"ab, am, Lp, Li, Wwb, Wwp, Wwi, GSI, t-L"
Creteuchiloglanis_macropterus,Chordata,Actinopterygii,Siluriformes,Sisoridae,Creteuchiloglanis macropterus,Catfish,abj,0.033,0.008,2.2,"ab, am, Lp, Li, Wwb, Wwp, Wwi, GSI, t-L, L-Ww"
Euchiloglanis_kishinouyei,Chordata,Actinopterygii,Siluriformes,Sisoridae,Euchiloglanis kishinouyei,Sucker catfish,abj,0.062,0.016,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, t-L, t-Ww, L-Ww, L-N, Ww-N"
Glyptosternon_maculatum,Chordata,Actinopterygii,Siluriformes,Sisoridae,Glyptosternon maculatum,Barkley,abj,0.035,0.004,2.7,"ab, am, Lp, Li, Wwb, Wwp, Wwi, t-L, L-Ww, L-N"
Glyptothorax_fokiensis,Chordata,Actinopterygii,Siluriformes,Sisoridae,Glyptothorax fokiensis,Catfish,abj,0.011,0.001,2.2,"ab, am, Lp, Li, Wwb, Wwp, Wwi, GSI, t-L"
Glyptothorax_macromaculatus,Chordata,Actinopterygii,Siluriformes,Sisoridae,Glyptothorax macromaculatus,Catfish,abj,0.011,0.0,2.2,"ab, am, Lp, Li, Wwb, Wwp, Wwi, GSI, t-L"
Oreoglanis_setiger,Chordata,Actinopterygii,Siluriformes,Sisoridae,Oreoglanis setiger,Catfish,abj,0.007,0.0,2.2,"ab, am, Lp, Li, Wwb, Wwp, Wwi, GSI, t-L"
Pterodoras_granulosus,Chordata,Actinopterygii,Siluriformes,Doradidae,Pterodoras granulosus,Granulated catfish,abj,0.02,0.001,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Synodontis_clarias,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis clarias,Mandi,abj,0.043,0.004,2.5,"ab, am, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
